,job_title,salary_usd,experience_level,employment_type,company_location,remote_ratio,required_skills,salary_currency,education_required,years_experience,company_name
9903,Machine Learning Researcher,106179,SE,CT,Canada,100,"Docker, TensorFlow, NLP",USD,Master,7,Future Systems
9904,Machine Learning Researcher,103177,SE,FL,Japan,50,"Java, Statistics, TensorFlow, Git, Tableau",USD,Associate,6,Machine Intelligence Group
9905,Machine Learning Engineer,136527,EX,FT,Finland,0,"Java, Python, GCP",USD,PhD,11,AI Innovations
9906,NLP Engineer,140730,SE,CT,Netherlands,50,"MLOps, Mathematics, Tableau, TensorFlow, Scala",EUR,Associate,7,Cognitive Computing
9907,AI Software Engineer,102550,EN,CT,Norway,0,"Scala, Python, TensorFlow",USD,Master,1,DeepTech Ventures
9908,Deep Learning Engineer,138972,SE,CT,Australia,50,"Computer Vision, GCP, Azure",USD,PhD,9,Machine Intelligence Group
9909,Autonomous Systems Engineer,136075,SE,FT,United Kingdom,50,"Spark, Java, NLP, GCP",GBP,PhD,5,DeepTech Ventures
9910,AI Specialist,128312,MI,FT,Denmark,50,"Python, Git, Computer Vision",USD,PhD,3,Advanced Robotics
9911,Computer Vision Engineer,183392,SE,CT,Norway,0,"AWS, SQL, Statistics, GCP, Spark",USD,Master,7,Autonomous Tech
9912,AI Specialist,69742,MI,FL,Ireland,0,"Python, AWS, Data Visualization",USD,PhD,3,Cognitive Computing
9913,Principal Data Scientist,188102,EX,FT,South Korea,50,"Statistics, GCP, Hadoop",USD,PhD,19,DeepTech Ventures
9914,Data Analyst,53266,EN,FL,Netherlands,0,"GCP, Scala, NLP, Python, Kubernetes",EUR,Master,0,Quantum Computing Inc
9915,AI Specialist,89907,SE,FL,China,100,"Linux, PyTorch, Hadoop, SQL, NLP",USD,Associate,6,Quantum Computing Inc
9916,Head of AI,145545,EX,CT,Finland,0,"Scala, R, Azure, Mathematics",USD,PhD,18,Machine Intelligence Group
9917,Machine Learning Researcher,90328,SE,PT,Ireland,0,"PyTorch, Data Visualization, Java, Scala, Statistics",USD,Master,9,Digital Transformation LLC
9918,Head of AI,140207,EX,FL,India,50,"SQL, GCP, NLP, Spark",USD,PhD,13,TechCorp Inc
9919,AI Specialist,185382,EX,PT,Norway,0,"PyTorch, MLOps, Java",USD,Associate,15,Quantum Computing Inc
9920,AI Product Manager,134308,EX,FL,India,0,"Azure, GCP, SQL, Spark, Deep Learning",USD,Master,10,Future Systems
9921,ML Ops Engineer,67210,EN,FT,Germany,50,"TensorFlow, Git, NLP, Computer Vision, Kubernetes",EUR,Associate,1,Future Systems
9922,Machine Learning Researcher,37595,EN,PT,Israel,0,"PyTorch, TensorFlow, AWS, Java",USD,Master,1,Predictive Systems
9923,AI Consultant,70868,EN,PT,France,100,"R, NLP, Git, Tableau",EUR,PhD,1,Algorithmic Solutions
9924,AI Architect,93684,EX,PT,China,50,"Hadoop, Computer Vision, Linux",USD,Bachelor,17,Cognitive Computing
9925,Robotics Engineer,94073,SE,CT,Germany,50,"Azure, Git, NLP",EUR,Master,6,Neural Networks Co
9926,Machine Learning Engineer,35784,EN,FL,China,50,"Computer Vision, Java, Tableau, Data Visualization",USD,Bachelor,0,Cognitive Computing
9927,Robotics Engineer,132794,SE,FT,Netherlands,100,"Linux, Data Visualization, MLOps, R, Scala",EUR,Associate,6,Predictive Systems
9928,NLP Engineer,100272,SE,PT,India,100,"PyTorch, Docker, Mathematics, Python",USD,Bachelor,5,Algorithmic Solutions
9929,AI Product Manager,96459,SE,FL,Israel,0,"Python, MLOps, Tableau, Statistics",USD,Bachelor,8,Future Systems
9930,Head of AI,64800,EN,FT,Germany,100,"Deep Learning, Tableau, Statistics, GCP, Azure",EUR,Bachelor,1,DataVision Ltd
9931,AI Architect,105391,SE,FL,Singapore,50,"Spark, SQL, PyTorch, NLP",USD,Associate,5,DeepTech Ventures
9932,Machine Learning Researcher,127622,EX,CT,Israel,0,"Kubernetes, Deep Learning, Python, Tableau, TensorFlow",USD,Master,18,Smart Analytics
9933,AI Consultant,153568,SE,CT,Switzerland,50,"Mathematics, TensorFlow, Git, Statistics, Kubernetes",USD,Master,6,Smart Analytics
9934,AI Architect,102959,MI,CT,Singapore,100,"Computer Vision, TensorFlow, Data Visualization, Tableau",USD,Master,3,Cloud AI Solutions
9935,Data Analyst,62295,MI,FT,India,100,"Linux, Java, Deep Learning, Statistics",USD,Associate,4,Neural Networks Co
9936,AI Specialist,34771,EN,FL,Austria,0,"Linux, Git, Deep Learning, Hadoop",USD,Associate,0,Quantum Computing Inc
9937,Machine Learning Researcher,94648,SE,FT,Austria,0,"Azure, Scala, NLP, Hadoop",USD,Master,9,Future Systems
9938,Machine Learning Engineer,48367,EN,FT,Canada,0,"Python, TensorFlow, PyTorch",USD,Associate,1,Predictive Systems
9939,AI Research Scientist,87075,SE,PT,South Korea,0,"AWS, Deep Learning, Docker",USD,Associate,7,Quantum Computing Inc
9940,Machine Learning Engineer,93820,SE,FT,India,50,"Linux, Python, Docker, Scala",USD,Master,5,Advanced Robotics
9941,Data Scientist,38569,EN,FL,China,50,"GCP, Computer Vision, R",USD,PhD,1,Cognitive Computing
9942,Data Analyst,77882,MI,PT,United Kingdom,0,"Kubernetes, Python, MLOps, AWS, Docker",GBP,Bachelor,3,Future Systems
9943,Machine Learning Researcher,95619,MI,PT,Sweden,0,"Kubernetes, Computer Vision, Tableau",USD,Bachelor,3,DataVision Ltd
9944,Deep Learning Engineer,175877,EX,FT,Ireland,0,"Java, Python, Data Visualization, Kubernetes, AWS",USD,Master,12,Neural Networks Co
9945,Data Scientist,92231,SE,CT,India,100,"Computer Vision, Spark, Data Visualization, Java, Scala",USD,PhD,8,AI Innovations
9946,Machine Learning Engineer,181958,EX,FL,Norway,100,"Git, Data Visualization, Hadoop, Azure, SQL",USD,Master,10,Quantum Computing Inc
9947,AI Architect,185486,SE,PT,Singapore,50,"Git, Tableau, PyTorch, Statistics",USD,PhD,9,DeepTech Ventures
9948,Computer Vision Engineer,68414,MI,PT,Canada,100,"Spark, Scala, PyTorch",USD,PhD,4,AI Innovations
9949,Machine Learning Engineer,103121,MI,FT,Germany,50,"GCP, Python, Git",EUR,PhD,4,Neural Networks Co
9950,Robotics Engineer,63864,EN,CT,Canada,50,"SQL, Python, TensorFlow, Computer Vision, GCP",USD,Associate,0,TechCorp Inc
9951,Machine Learning Engineer,261606,EX,FT,Norway,0,"Hadoop, R, Linux",USD,Associate,15,Autonomous Tech
9952,Computer Vision Engineer,64260,MI,CT,Ireland,0,"Java, Linux, Tableau, Docker",USD,Master,2,Autonomous Tech
9953,Robotics Engineer,33127,EN,CT,Austria,100,"R, SQL, Hadoop",USD,Associate,0,Advanced Robotics
9954,Machine Learning Researcher,85163,MI,FL,Australia,100,"Scala, SQL, Docker, PyTorch, TensorFlow",USD,Associate,2,DeepTech Ventures
9955,AI Research Scientist,123362,EX,FT,China,100,"MLOps, Tableau, PyTorch, Kubernetes",USD,Associate,13,Autonomous Tech
9956,ML Ops Engineer,156745,SE,CT,Switzerland,100,"TensorFlow, Docker, Git, Kubernetes, Java",USD,Master,5,Smart Analytics
9957,NLP Engineer,133824,EX,CT,Japan,0,"Data Visualization, AWS, PyTorch, Scala, Azure",USD,Bachelor,12,Quantum Computing Inc
9958,AI Consultant,144912,EX,CT,South Korea,0,"Python, Git, TensorFlow",USD,PhD,13,Algorithmic Solutions
9959,AI Product Manager,111790,SE,FL,India,100,"Deep Learning, Azure, NLP, Python, SQL",USD,PhD,8,Cloud AI Solutions
9960,Head of AI,48684,MI,FL,Austria,50,"AWS, MLOps, Kubernetes",USD,Associate,3,DataVision Ltd
9961,Deep Learning Engineer,68567,EN,FL,United States,50,"Hadoop, SQL, Git, Azure, Python",USD,Associate,0,Digital Transformation LLC
9962,AI Research Scientist,173980,SE,FL,Norway,50,"Deep Learning, NLP, Hadoop",USD,Master,8,Neural Networks Co
9963,Computer Vision Engineer,239567,EX,FT,Canada,100,"Linux, Scala, Tableau, Statistics",USD,Associate,18,Cognitive Computing
9964,Computer Vision Engineer,171132,EX,PT,Ireland,50,"TensorFlow, SQL, Linux, AWS",USD,Bachelor,16,Machine Intelligence Group
9965,AI Software Engineer,218239,EX,FL,Canada,100,"Python, Git, Docker, Computer Vision",USD,Bachelor,18,DeepTech Ventures
9966,Computer Vision Engineer,193459,SE,CT,Switzerland,50,"Python, Kubernetes, TensorFlow, PyTorch",USD,Master,8,Smart Analytics
9967,Data Scientist,102328,MI,FT,United States,0,"Python, Mathematics, NLP, Kubernetes",USD,Master,4,TechCorp Inc
9968,AI Architect,176247,EX,FT,Sweden,0,"Tableau, Java, Docker, GCP",USD,Master,10,Predictive Systems
9969,ML Ops Engineer,110241,MI,FT,Singapore,0,"NLP, AWS, Kubernetes",USD,PhD,3,TechCorp Inc
9970,Data Scientist,114203,SE,FT,France,0,"NLP, Python, Linux, Statistics, Kubernetes",EUR,Bachelor,8,Algorithmic Solutions
9971,Autonomous Systems Engineer,116690,MI,FL,United States,100,"Data Visualization, Mathematics, SQL, Deep Learning, Azure",USD,Associate,4,DataVision Ltd
9972,AI Consultant,193090,EX,FL,France,0,"GCP, Linux, Kubernetes, Scala",EUR,Bachelor,13,TechCorp Inc
9973,Research Scientist,258916,EX,CT,Switzerland,50,"Python, Tableau, Statistics",USD,Bachelor,18,Advanced Robotics
9974,Head of AI,144022,EX,PT,Germany,100,"Computer Vision, Python, Data Visualization, SQL, PyTorch",EUR,PhD,17,Algorithmic Solutions
9975,AI Product Manager,102133,MI,FT,Denmark,100,"Hadoop, Git, PyTorch, Statistics, Kubernetes",USD,Master,4,TechCorp Inc
9976,Research Scientist,224006,SE,PT,Denmark,100,"SQL, Azure, AWS, PyTorch",USD,PhD,7,Cloud AI Solutions
9977,Data Scientist,133070,EX,CT,United Kingdom,100,"Scala, Hadoop, Java, Computer Vision, PyTorch",GBP,Associate,18,TechCorp Inc
9978,AI Software Engineer,93218,MI,CT,Germany,50,"Azure, Tableau, Deep Learning",EUR,PhD,3,Cognitive Computing
9979,Data Scientist,49961,EN,FT,Canada,100,"MLOps, Python, Tableau, TensorFlow",USD,Master,0,DataVision Ltd
9980,Deep Learning Engineer,54732,EN,FL,Austria,50,"Python, TensorFlow, AWS, Hadoop, Data Visualization",USD,Associate,1,Quantum Computing Inc
9981,AI Research Scientist,94606,MI,CT,Australia,0,"Data Visualization, R, Java",USD,Master,3,Autonomous Tech
9982,AI Consultant,100703,MI,CT,Germany,100,"Git, GCP, NLP",EUR,Master,3,Neural Networks Co
9983,Data Scientist,124716,SE,FL,Canada,50,"Mathematics, Python, Java",USD,PhD,7,Smart Analytics
9984,AI Research Scientist,93109,MI,FL,Australia,0,"TensorFlow, Spark, Azure, Scala, NLP",USD,PhD,4,AI Innovations
9985,AI Product Manager,87623,MI,FL,Germany,0,"Data Visualization, Computer Vision, Python, MLOps, TensorFlow",EUR,Master,2,Cognitive Computing
9986,Principal Data Scientist,93850,EN,PT,Norway,100,"Python, Computer Vision, Scala",USD,Associate,0,Machine Intelligence Group
9987,AI Architect,80309,MI,CT,France,50,"Java, R, Azure, Statistics",EUR,Bachelor,2,Cloud AI Solutions
9988,Data Scientist,85664,SE,FL,Ireland,100,"SQL, Spark, Hadoop, PyTorch",USD,Bachelor,6,Smart Analytics
9989,Machine Learning Engineer,117869,EX,FL,Austria,0,"Spark, PyTorch, Tableau, GCP",USD,Bachelor,15,Quantum Computing Inc
9990,Robotics Engineer,170006,EX,FT,Canada,50,"Python, Kubernetes, Linux, Deep Learning",USD,Master,14,Smart Analytics
9991,AI Software Engineer,281797,EX,CT,Singapore,0,"R, Python, Scala, AWS, Statistics",USD,Master,18,TechCorp Inc
9992,Data Engineer,69713,EN,PT,Canada,0,"Hadoop, MLOps, Tableau",USD,Associate,1,Cloud AI Solutions
9993,AI Specialist,91374,MI,PT,Denmark,100,"Docker, Python, Hadoop, Mathematics",USD,Bachelor,3,Predictive Systems
9994,Principal Data Scientist,89859,MI,FT,Denmark,100,"PyTorch, Spark, Python, Docker, Linux",USD,Associate,3,Cognitive Computing
9995,AI Software Engineer,171502,EX,PT,South Korea,100,"Data Visualization, Linux, GCP",USD,Master,15,Machine Intelligence Group
9996,Machine Learning Engineer,138500,EX,CT,Austria,100,"Kubernetes, Python, MLOps",USD,Master,11,Cognitive Computing
9997,Machine Learning Researcher,61441,MI,FL,China,0,"GCP, TensorFlow, SQL, Python, Mathematics",USD,Bachelor,2,Quantum Computing Inc
9998,AI Software Engineer,67386,EN,FT,Denmark,100,"Linux, Kubernetes, Tableau",USD,Associate,0,TechCorp Inc
9999,Research Scientist,74890,EN,CT,Norway,0,"PyTorch, Azure, Tableau, MLOps, Statistics",USD,Master,1,Advanced Robotics
10000,Principal Data Scientist,72726,MI,CT,Ireland,50,"Java, Hadoop, R, Spark",USD,PhD,4,AI Innovations
10001,Data Scientist,110712,MI,FL,United Kingdom,100,"TensorFlow, Scala, Kubernetes",GBP,Associate,4,TechCorp Inc
10002,Machine Learning Researcher,208368,SE,PT,Switzerland,100,"GCP, Tableau, Scala, Kubernetes",USD,PhD,5,Quantum Computing Inc
10003,Computer Vision Engineer,163720,EX,FL,Germany,0,"Deep Learning, Python, Scala, Statistics",EUR,Master,13,Cognitive Computing
10004,Research Scientist,90209,MI,FL,Canada,0,"MLOps, Python, TensorFlow, Spark",USD,Associate,2,AI Innovations
10005,Head of AI,50619,EN,FT,Austria,100,"R, Hadoop, SQL",USD,PhD,1,Autonomous Tech
10006,AI Software Engineer,105730,EN,FL,United States,0,"Azure, Spark, SQL",USD,Bachelor,0,Cloud AI Solutions
10007,AI Software Engineer,186205,EX,FT,Canada,100,"Scala, R, Deep Learning, AWS, Python",USD,Master,17,Cognitive Computing
10008,AI Specialist,92459,MI,FT,Germany,0,"TensorFlow, Python, GCP",EUR,Associate,4,Digital Transformation LLC
10009,Machine Learning Researcher,96186,SE,CT,Finland,0,"Git, Azure, Scala, Computer Vision",USD,Associate,6,DataVision Ltd
10010,Data Engineer,92367,SE,FT,Austria,100,"GCP, Data Visualization, Kubernetes, Azure",USD,Bachelor,5,Machine Intelligence Group
10011,AI Software Engineer,76020,EN,CT,United States,50,"Kubernetes, Scala, AWS, Mathematics",USD,Bachelor,0,TechCorp Inc
10012,Machine Learning Researcher,87211,MI,CT,Denmark,0,"Scala, Linux, Data Visualization, Java, GCP",USD,PhD,4,Future Systems
10013,Research Scientist,140811,SE,FL,Netherlands,0,"AWS, Python, Docker",EUR,Associate,8,Advanced Robotics
10014,AI Software Engineer,124249,EX,FL,Finland,100,"Java, Data Visualization, Mathematics, Docker",USD,Master,11,DeepTech Ventures
10015,Machine Learning Researcher,162361,EX,FT,China,50,"Java, SQL, Azure, Deep Learning",USD,Master,16,Cognitive Computing
10016,AI Software Engineer,89164,EN,FT,United Kingdom,100,"TensorFlow, Linux, Git",GBP,Master,0,DeepTech Ventures
10017,Data Scientist,73178,MI,FT,Austria,100,"Computer Vision, Kubernetes, Spark, AWS",USD,Associate,2,Cognitive Computing
10018,Data Analyst,90749,EX,CT,Israel,0,"Spark, Deep Learning, Python",USD,Bachelor,16,AI Innovations
10019,Machine Learning Engineer,138950,EX,FL,Canada,100,"TensorFlow, Docker, Kubernetes, Python",USD,Bachelor,10,AI Innovations
10020,Head of AI,83871,MI,CT,Germany,100,"MLOps, Java, Azure, TensorFlow",EUR,Bachelor,2,Future Systems
10021,Data Engineer,57279,MI,FL,Ireland,100,"SQL, GCP, Java, Deep Learning, R",USD,PhD,3,Quantum Computing Inc
10022,NLP Engineer,269578,EX,PT,United States,50,"Docker, Scala, Azure, Statistics, Git",USD,Associate,12,DataVision Ltd
10023,Research Scientist,73042,SE,FT,China,0,"Docker, Computer Vision, SQL, GCP",USD,PhD,8,Smart Analytics
10024,Machine Learning Researcher,164186,SE,FL,Canada,0,"Scala, Linux, Computer Vision, PyTorch",USD,PhD,9,Predictive Systems
10025,Data Engineer,90945,MI,PT,Singapore,100,"Linux, Deep Learning, R",USD,Master,4,DeepTech Ventures
10026,Autonomous Systems Engineer,60819,MI,FL,India,0,"Java, PyTorch, Mathematics, AWS",USD,Master,3,DeepTech Ventures
10027,NLP Engineer,67110,EN,CT,Singapore,50,"NLP, Scala, Python",USD,Bachelor,1,Autonomous Tech
10028,Deep Learning Engineer,87300,EN,FL,Norway,0,"MLOps, Kubernetes, Python, Java",USD,PhD,0,DeepTech Ventures
10029,Data Engineer,89875,MI,CT,Germany,0,"Python, TensorFlow, Deep Learning, Data Visualization",EUR,Associate,4,Algorithmic Solutions
10030,AI Specialist,165860,EX,FL,Singapore,100,"Python, TensorFlow, Git",USD,Master,15,AI Innovations
10031,Robotics Engineer,88221,SE,PT,South Korea,50,"MLOps, Hadoop, SQL, NLP",USD,Associate,6,Advanced Robotics
10032,Head of AI,149413,EX,FT,China,0,"Python, Java, GCP, MLOps",USD,Master,12,AI Innovations
10033,Robotics Engineer,243348,EX,PT,Sweden,50,"Scala, PyTorch, AWS",USD,Master,13,Cloud AI Solutions
10034,Data Scientist,62153,MI,FT,Israel,50,"SQL, Spark, Data Visualization, Kubernetes",USD,Bachelor,2,Predictive Systems
10035,AI Consultant,101120,MI,FT,Sweden,0,"Deep Learning, Spark, Scala",USD,Master,2,DeepTech Ventures
10036,AI Architect,160165,EX,FT,Japan,0,"R, MLOps, Python, Computer Vision",USD,Master,15,DataVision Ltd
10037,AI Specialist,132371,MI,FL,Switzerland,100,"Git, GCP, Statistics",USD,Associate,3,Advanced Robotics
10038,Data Engineer,61110,EN,FT,Ireland,50,"SQL, Spark, PyTorch",USD,PhD,1,Autonomous Tech
10039,Deep Learning Engineer,324988,EX,FT,Denmark,0,"Python, TensorFlow, PyTorch, Hadoop",USD,PhD,19,Quantum Computing Inc
10040,Research Scientist,62503,EN,CT,Canada,50,"SQL, Java, Statistics, TensorFlow, Python",USD,PhD,1,Smart Analytics
10041,Machine Learning Engineer,66003,MI,FL,Japan,0,"GCP, SQL, Python, Linux",USD,PhD,4,DataVision Ltd
10042,ML Ops Engineer,118030,MI,FL,Norway,100,"GCP, PyTorch, Hadoop, MLOps",USD,PhD,3,DataVision Ltd
10043,Data Scientist,81924,MI,FL,Germany,0,"Git, Tableau, Deep Learning",EUR,PhD,4,Predictive Systems
10044,ML Ops Engineer,210562,EX,CT,Sweden,50,"Kubernetes, MLOps, SQL, Spark",USD,Bachelor,13,Cloud AI Solutions
10045,Data Scientist,100193,SE,FT,Ireland,50,"Scala, Tableau, Python",USD,Master,8,Advanced Robotics
10046,Machine Learning Engineer,35159,EN,FT,Japan,50,"SQL, PyTorch, Java, Kubernetes",USD,Bachelor,0,Cognitive Computing
10047,AI Consultant,188819,EX,FT,Austria,0,"Python, Spark, MLOps",USD,Associate,13,Cognitive Computing
10048,Principal Data Scientist,44494,EN,FT,China,100,"NLP, Scala, Statistics",USD,Master,1,Digital Transformation LLC
10049,Principal Data Scientist,46772,EN,PT,Germany,0,"Mathematics, Java, Tableau, SQL, Deep Learning",EUR,PhD,1,Predictive Systems
10050,Principal Data Scientist,115944,MI,PT,Singapore,100,"Hadoop, MLOps, Mathematics",USD,Bachelor,4,Advanced Robotics
10051,Data Analyst,224299,EX,FL,Canada,100,"Deep Learning, Scala, PyTorch",USD,Bachelor,17,Future Systems
10052,Deep Learning Engineer,79415,MI,FL,United Kingdom,0,"SQL, Mathematics, PyTorch, GCP, Deep Learning",GBP,Associate,4,Digital Transformation LLC
10053,Data Scientist,87537,MI,FT,Australia,0,"Git, Computer Vision, Tableau",USD,Master,2,Advanced Robotics
10054,AI Specialist,49913,EN,FL,Japan,0,"Data Visualization, Java, Hadoop, Scala",USD,PhD,1,Cloud AI Solutions
10055,Head of AI,70629,EN,CT,France,0,"Hadoop, Java, SQL, Mathematics, Scala",EUR,Associate,1,Quantum Computing Inc
10056,AI Architect,42761,EN,PT,India,100,"Hadoop, Linux, MLOps, Kubernetes",USD,PhD,1,AI Innovations
10057,AI Architect,79386,MI,FT,Netherlands,100,"Python, GCP, TensorFlow, PyTorch, NLP",EUR,Master,4,DataVision Ltd
10058,Deep Learning Engineer,83585,EN,PT,Singapore,50,"GCP, SQL, Python, Data Visualization",USD,Master,1,AI Innovations
10059,Head of AI,164788,EX,PT,South Korea,100,"SQL, Kubernetes, Python",USD,Bachelor,18,AI Innovations
10060,Machine Learning Engineer,110251,SE,PT,Israel,0,"Data Visualization, Git, AWS",USD,PhD,6,Machine Intelligence Group
10061,Principal Data Scientist,95329,MI,FT,Germany,0,"Spark, MLOps, Tableau, Git, Computer Vision",EUR,Associate,3,Advanced Robotics
10062,Machine Learning Researcher,193659,EX,CT,Singapore,50,"MLOps, Python, Statistics",USD,Master,16,DataVision Ltd
10063,Robotics Engineer,148113,SE,FL,Netherlands,50,"Kubernetes, Data Visualization, SQL, NLP",EUR,Master,8,Digital Transformation LLC
10064,Machine Learning Researcher,221210,EX,FT,Norway,0,"Python, Kubernetes, Spark, Data Visualization",USD,Bachelor,17,Cloud AI Solutions
10065,Machine Learning Researcher,105442,SE,FL,India,0,"GCP, Python, NLP",USD,Associate,8,DataVision Ltd
10066,AI Specialist,158967,SE,FL,Netherlands,100,"Azure, Kubernetes, Git, Python",EUR,Bachelor,8,Digital Transformation LLC
10067,Principal Data Scientist,101454,SE,CT,China,50,"Scala, Mathematics, Linux",USD,Master,9,Cognitive Computing
10068,Robotics Engineer,45276,EN,FL,Finland,0,"Scala, AWS, Data Visualization, Linux",USD,Associate,0,Algorithmic Solutions
10069,Robotics Engineer,43693,EN,FL,Ireland,50,"NLP, MLOps, Java",USD,PhD,1,Algorithmic Solutions
10070,Machine Learning Researcher,121642,SE,FL,France,100,"MLOps, Scala, Tableau",EUR,PhD,5,DataVision Ltd
10071,Head of AI,101036,MI,FL,United States,50,"Python, NLP, TensorFlow, PyTorch",USD,Associate,4,AI Innovations
10072,Autonomous Systems Engineer,49572,EN,PT,Singapore,0,"Java, Hadoop, SQL, Python, Computer Vision",USD,Master,1,DataVision Ltd
10073,Machine Learning Engineer,86770,EN,FT,Sweden,0,"Git, AWS, Hadoop, Computer Vision, MLOps",USD,PhD,1,Predictive Systems
10074,Robotics Engineer,65821,SE,FL,Japan,50,"Java, Git, Azure, Computer Vision, Python",USD,PhD,9,TechCorp Inc
